ratings,headings,reviews
5,Simply awesome,At first i was sceptic to switch from Android to IOS. Then after all the research and reviews I bought Iphone 12 and i can assure it is absolute pleasure to use IPhone and camera is just masterpiece. The right decision at right time.READ MORE
4,Nice product,"As per my usage I think the battery is adequate as I don’t often use my phone and at the end of the as per my usage the battery percentage remains at 40% but if you are a heavy user then you might feel the drain. The screen is small and typing might be an issue but after few minutes on you’ll get used to it, the camera and the screen are awesome and the picture quality superb as per my liking. I would recommend a screen protector as minor scratches may occur, which might be caused while clean...READ MORE"
5,Brilliant,Most beautiful handy apple phone love it & amazingREAD MORE
4,Wonderful,Very handy phoneREAD MORE
4,Delightful,Awesome and handy mobileREAD MORE
5,Super!,Superb!READ MORE
5,Classy product,"Excellent Phone.. I use it as a secondary phone for office so only use it for callings, whatsaap & mails so lasts 2 good days for me.READ MORE"
5,Terrific purchase,The perfect smart phone after a decadeREAD MORE
4,Really Nice,Nice....supbREAD MORE
5,Best in the market!,Performance is pretty good. Battery life with normal usage can go around 11-12 hours. 18W type C charging support can charge phone in 1 hour. Night mode is good. Display is much handy.READ MORE
5,Best in the market!,"This phone is very handy, one will get addict of its single hand usage. Camera is incomparable, best in the segment. I am a medium user but still I need to charge it 2 times a day. Love this phone’s look and build quality.READ MORE"
5,Highly recommended,I like the most in this phone:-1. I like the size of this phone because it is easy to hold.2. The camera quality of this phone is admirable. 3. Battery backup is good.4. The new design and colour  of this phone also a plus point of its beauty.5. These  points are my personal which i like most in this phone.READ MORE
5,Super!,One of the best looking phone in the market right now with a decent performance jump from 11 pro. Camera is excellent and the display is quite responsive and sharp. Only issue is it does not have a higher refresh rate and the battery life is average.READ MORE
5,Brilliant,I have upgraded from Android to iOS for the first time with the IPhone 12 Pro. And the experience is very much satisfactory. The new A14 bionic processor is very fast. The boxy design is what I liked the most. The camera and display are top notch. Night mode photography is excellent. Worth upgrading from Android to iOS .READ MORE
5,Awesome,"Awesome!Just made an upgrade from X, worth every single penny spent on it, the camera is just too superb, be it the selfie cam or the main rear cam, the goodness it takes the picture is just beyond words, no smart phone can beat it atm! However, the battery life tends to be on the shorter side, that’s the only con that I can’t think up of now,READ MORE"
5,Fabulous!,The camera is mind-blowing I love it 😘READ MORE
5,Mind-blowing purchase,Awesome performenceREAD MORE
5,Fabulous!,"This one of the best iPhone ever built, though battery backup isn’t good. But the user experience is brilliant.Upgraded from 11 Pro.READ MORE"
5,Worth every penny,The processor is fast. The only thing i did not like how it handles selfies in room lights. My iphone xs selfies tend to look appealing to my eyes. Or the rear camera. Night mode is excellent.READ MORE
5,Terrific,Amazing 🤩READ MORE
5,Classy product,Premium quality iPhone💯READ MORE
4,Nice product,"As per my usage I think the battery is adequate as I don’t often use my phone and at the end of the as per my usage the battery percentage remains at 40% but if you are a heavy user then you might feel the drain. The screen is small and typing might be an issue but after few minutes on you’ll get used to it, the camera and the screen are awesome and the picture quality superb as per my liking. I would recommend a screen protector as minor scratches may occur, which might be caused while clean...READ MORE"
5,Brilliant,Most beautiful handy apple phone love it & amazingREAD MORE
4,Wonderful,Very handy phoneREAD MORE
4,Delightful,Awesome and handy mobileREAD MORE
5,Super!,Superb!READ MORE
5,Classy product,"Excellent Phone.. I use it as a secondary phone for office so only use it for callings, whatsaap & mails so lasts 2 good days for me.READ MORE"
5,Terrific purchase,The perfect smart phone after a decadeREAD MORE
4,Really Nice,Nice....supbREAD MORE
5,Best in the market!,Performance is pretty good. Battery life with normal usage can go around 11-12 hours. 18W type C charging support can charge phone in 1 hour. Night mode is good. Display is much handy.READ MORE
5,Best in the market!,"This phone is very handy, one will get addict of its single hand usage. Camera is incomparable, best in the segment. I am a medium user but still I need to charge it 2 times a day. Love this phone’s look and build quality.READ MORE"
4,Nice product,"As per my usage I think the battery is adequate as I don’t often use my phone and at the end of the as per my usage the battery percentage remains at 40% but if you are a heavy user then you might feel the drain. The screen is small and typing might be an issue but after few minutes on you’ll get used to it, the camera and the screen are awesome and the picture quality superb as per my liking. I would recommend a screen protector as minor scratches may occur, which might be caused while clean...READ MORE"
5,Brilliant,Most beautiful handy apple phone love it & amazingREAD MORE
4,Wonderful,Very handy phoneREAD MORE
4,Delightful,Awesome and handy mobileREAD MORE
5,Super!,Superb!READ MORE
5,Classy product,"Excellent Phone.. I use it as a secondary phone for office so only use it for callings, whatsaap & mails so lasts 2 good days for me.READ MORE"
5,Terrific purchase,The perfect smart phone after a decadeREAD MORE
4,Really Nice,Nice....supbREAD MORE
5,Best in the market!,Performance is pretty good. Battery life with normal usage can go around 11-12 hours. 18W type C charging support can charge phone in 1 hour. Night mode is good. Display is much handy.READ MORE
5,Best in the market!,"This phone is very handy, one will get addict of its single hand usage. Camera is incomparable, best in the segment. I am a medium user but still I need to charge it 2 times a day. Love this phone’s look and build quality.READ MORE"
